Verb,Tense,Person,Covered,Form Key
ukan,potentialAlegiazkoaByObject,gu,YES,ukan-potentialAlegiazkoaByObject-gu
ukan,potentialAlegiazkoaByObject,zuek,YES,ukan-potentialAlegiazkoaByObject-zuek
ukan,potentialAlegiazkoaByObject,haiek,YES,ukan-potentialAlegiazkoaByObject-haiek
ukan,potentialByObject,ni,YES,ukan-potentialByObject-ni
ukan,potentialByObject,zu,YES,ukan-potentialByObject-zu
ukan,potentialByObject,hura,YES,ukan-potentialByObject-hura
ukan,potentialByObject,gu,YES,ukan-potentialByObject-gu
ukan,potentialByObject,zuek,YES,ukan-potentialByObject-zuek
ukan,potentialByObject,haiek,YES,ukan-potentialByObject-haiek
ukan,potentialLehenaldiaByObject,ni,YES,ukan-potentialLehenaldiaByObject-ni
ukan,potentialLehenaldiaByObject,zu,YES,ukan-potentialLehenaldiaByObject-zu
ukan,potentialLehenaldiaByObject,hura,YES,ukan-potentialLehenaldiaByObject-hura
ukan,potentialLehenaldiaByObject,gu,YES,ukan-potentialLehenaldiaByObject-gu
ukan,potentialLehenaldiaByObject,zuek,YES,ukan-potentialLehenaldiaByObject-zuek
ukan,potentialLehenaldiaByObject,haiek,YES,ukan-potentialLehenaldiaByObject-haiek
ukan,present,hi-m,YES,ukan-present-hi-m
ukan,present,hi-f,YES,ukan-present-hi-f
ukan,present,ni,YES,ukan-present-ni
ukan,present,zu,YES,ukan-present-zu
ukan,present,hura,YES,ukan-present-hura
ukan,present,gu,YES,ukan-present-gu
ukan,present,zuek,YES,ukan-present-zuek
ukan,present,haiek,YES,ukan-present-haiek
ukan,presentNoka,hura,YES,ukan-presentNoka-hura
ukan,presentNoka,haiek,YES,ukan-presentNoka-haiek
ukan,presentPlural,hi-m,NO,ukan-presentPlural-hi-m
ukan,presentPlural,hi-f,NO,ukan-presentPlural-hi-f
ukan,presentPlural,ni,YES,ukan-presentPlural-ni
ukan,presentPlural,zu,YES,ukan-presentPlural-zu
ukan,presentPlural,hura,YES,ukan-presentPlural-hura
ukan,presentPlural,gu,YES,ukan-presentPlural-gu
ukan,presentPlural,zuek,YES,ukan-presentPlural-zuek
ukan,presentPlural,haiek,YES,ukan-presentPlural-haiek
ukan,presentToka,hura,YES,ukan-presentToka-hura
ukan,presentToka,haiek,YES,ukan-presentToka-haiek
ukan,subjunctivePresent,ni,YES,ukan-subjunctivePresent-ni
ukan,subjunctivePresent,zu,YES,ukan-subjunctivePresent-zu
ukan,subjunctivePresent,hura,YES,ukan-subjunctivePresent-hura
ukan,subjunctivePresent,gu,YES,ukan-subjunctivePresent-gu
ukan,subjunctivePresent,zuek,YES,ukan-subjunctivePresent-zuek
ukan,subjunctivePresent,haiek,YES,ukan-subjunctivePresent-haiek
ukatu,future,ni,YES,ukatu-future-ni
ukatu,future,zu,YES,ukatu-future-zu
ukatu,future,hura,YES,ukatu-future-hura
ukatu,future,gu,YES,ukatu-future-gu
ukatu,future,zuek,YES,ukatu-future-zuek
ukatu,future,haiek,YES,ukatu-future-haiek
ukatu,past,ni,YES,ukatu-past-ni
ukatu,past,zu,YES,ukatu-past-zu
ukatu,past,hura,YES,ukatu-past-hura
ukatu,past,gu,YES,ukatu-past-gu
ukatu,past,zuek,YES,ukatu-past-zuek
ukatu,past,haiek,YES,ukatu-past-haiek
ukatu,present,ni,YES,ukatu-present-ni
ukatu,present,zu,YES,ukatu-present-zu
ukatu,present,hura,YES,ukatu-present-hura
ukatu,present,gu,YES,ukatu-present-gu
ukatu,present,zuek,YES,ukatu-present-zuek
ukatu,present,haiek,YES,ukatu-present-haiek
ulertu,future,ni,YES,ulertu-future-ni
ulertu,future,zu,YES,ulertu-future-zu
ulertu,future,hura,YES,ulertu-future-hura
ulertu,future,gu,YES,ulertu-future-gu
ulertu,future,zuek,YES,ulertu-future-zuek
ulertu,future,haiek,YES,ulertu-future-haiek
ulertu,past,ni,YES,ulertu-past-ni
ulertu,past,zu,YES,ulertu-past-zu
ulertu,past,hura,YES,ulertu-past-hura
ulertu,past,gu,YES,ulertu-past-gu
ulertu,past,zuek,YES,ulertu-past-zuek
ulertu,past,haiek,YES,ulertu-past-haiek
ulertu,present,ni,YES,ulertu-present-ni
ulertu,present,zu,YES,ulertu-present-zu
ulertu,present,hura,YES,ulertu-present-hura
ulertu,present,gu,YES,ulertu-present-gu
ulertu,present,zuek,YES,ulertu-present-zuek
ulertu,present,haiek,YES,ulertu-present-haiek
utzi,future,ni,YES,utzi-future-ni
utzi,future,zu,YES,utzi-future-zu
utzi,future,hura,YES,utzi-future-hura
utzi,future,gu,YES,utzi-future-gu
utzi,future,zuek,YES,utzi-future-zuek
utzi,future,haiek,YES,utzi-future-haiek
utzi,futurePlural,ni,YES,utzi-futurePlural-ni
utzi,futurePlural,zu,YES,utzi-futurePlural-zu
utzi,futurePlural,hura,YES,utzi-futurePlural-hura
utzi,futurePlural,gu,YES,utzi-futurePlural-gu
utzi,futurePlural,zuek,YES,utzi-futurePlural-zuek
utzi,futurePlural,haiek,YES,utzi-futurePlural-haiek
utzi,past,ni,YES,utzi-past-ni
utzi,past,zu,YES,utzi-past-zu
utzi,past,hura,YES,utzi-past-hura
utzi,past,gu,YES,utzi-past-gu
utzi,past,zuek,YES,utzi-past-zuek
utzi,past,haiek,YES,utzi-past-haiek
utzi,pastPlural,ni,YES,utzi-pastPlural-ni
utzi,pastPlural,zu,YES,utzi-pastPlural-zu
utzi,pastPlural,hura,YES,utzi-pastPlural-hura
utzi,pastPlural,gu,YES,utzi-pastPlural-gu
utzi,pastPlural,zuek,YES,utzi-pastPlural-zuek
utzi,pastPlural,haiek,YES,utzi-pastPlural-haiek
utzi,present,ni,YES,utzi-present-ni
utzi,present,zu,YES,utzi-present-zu
utzi,present,hura,YES,utzi-present-hura
utzi,present,gu,YES,utzi-present-gu
utzi,present,zuek,YES,utzi-present-zuek
utzi,present,haiek,YES,utzi-present-haiek
utzi,presentPlural,ni,YES,utzi-presentPlural-ni
utzi,presentPlural,zu,YES,utzi-presentPlural-zu
utzi,presentPlural,hura,YES,utzi-presentPlural-hura
utzi,presentPlural,gu,YES,utzi-presentPlural-gu
utzi,presentPlural,zuek,YES,utzi-presentPlural-zuek
utzi,presentPlural,haiek,YES,utzi-presentPlural-haiek
ziurtatu,future,ni,YES,ziurtatu-future-ni
ziurtatu,future,zu,YES,ziurtatu-future-zu
ziurtatu,future,hura,YES,ziurtatu-future-hura
ziurtatu,future,gu,YES,ziurtatu-future-gu
ziurtatu,future,zuek,YES,ziurtatu-future-zuek
ziurtatu,future,haiek,YES,ziurtatu-future-haiek
ziurtatu,past,ni,YES,ziurtatu-past-ni
ziurtatu,past,zu,YES,ziurtatu-past-zu
ziurtatu,past,hura,YES,ziurtatu-past-hura
ziurtatu,past,gu,YES,ziurtatu-past-gu
ziurtatu,past,zuek,YES,ziurtatu-past-zuek
ziurtatu,past,haiek,YES,ziurtatu-past-haiek
ziurtatu,present,ni,YES,ziurtatu-present-ni
ziurtatu,present,zu,YES,ziurtatu-present-zu
ziurtatu,present,hura,YES,ziurtatu-present-hura
ziurtatu,present,gu,YES,ziurtatu-present-gu
ziurtatu,present,zuek,YES,ziurtatu-present-zuek
ziurtatu,present,haiek,YES,ziurtatu-present-haiek
